track_id,track_name,artist,artist_id,album,album_cover_url,duration_ms,rank
6ojiTSzyv2qPMWqyhUKAqz,Can't Stop - 2014 Remaster,Red Hot Chili Peppers,0L8ExT028jH3ddEcZwqJJ5,By the Way,https://i.scdn.co/image/ab67616d0000b273f4f215550dae1e04bb90379c,268369,11
6KzkqZqhUBEsWYJJa2aBOd,The Weekend - Radio Edit,Michael Gray,2aM5jpQ0WTcQDeHsil8Ihz,Analog Is On,https://i.scdn.co/image/ab67616d0000b2736901b4f4490faaf121cfb64c,192173,12
6RXCf1zdfA2fGnKILEjIc7,The Trek,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,164732,13
6U6fF80gSie06xPActzD3L,Kuttenberg Market,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,168999,14
77gYpyxmd4b4VXw6qeuPJR,Love Generation - Radio Edit,Bob Sinclar,5YFS41yoX0YuFY39fq21oN,Love Generation,https://i.scdn.co/image/ab67616d0000b2735cde878e22bdb5bbd8aaa076,204892,15
7tBfGvT74zlqZ8RHQkBSz0,FALL FROM THE SKY PT. 2,RomancePlanet,37wN6xD9duyyxRWmObUUxE,FALL FROM THE SKY PT. 2,https://i.scdn.co/image/ab67616d0000b273136e04f01c2236dfb55ea05a,97072,16
0Wufu21nhhm9Rcfov8y3vv,Semine Theme,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,135500,17
2U832A0zdb8OABhBmFjlWS,Colored Engine,Joel Schoch,6jDyAH1lGJdLV9rfEFgeGH,Far: Lone Sails,https://i.scdn.co/image/ab67616d0000b273f808f935211b3f5d63fe7b2f,181382,18
2Emg9UfihjAkFU3mlal2i9,CARAMEL JESTER,UMBRELLA,0mBqwR7qraEVO2RbIU4ji2,CARAMEL JESTER,https://i.scdn.co/image/ab67616d0000b273bc2122b8f93ed6e3a9c4633b,91634,19
2MIaBvbtHNKK3x5tONgBa9,Trillium The Dark Triad + Best Part Looped - Slowed,OneLastLight,6MFByPXl13KoK9CQxgy97l,Trillium The Dark Triad + Best Part Looped,https://i.scdn.co/image/ab67616d0000b273fabe144c5bb22f30b6b86ae2,118400,20
0TuPMKnt7NUUdGUIUj7sow,A Strange Farewell,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,86500,21
0xKMPC2v7aCDZs0PBlIUSe,Who Are You,Borislav Slavov,7Fl4F5eJRtPMEl3jTYMUQt,Baldur's Gate 3 (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2736842c99f481b8560a7db0b35,146604,22
13g262ZMLuEkFluo7KWmTU,Recordare,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,130500,23
18Z830LOa1pFMJOi8tjWMy,No Turning Back (feat. Eric-Maria Couturier),Olivier Deriviere,2CXwRGFTYdcEAI44NT7qDR,A Plague Tale: Requiem (Original Soundtrack),https://i.scdn.co/image/ab67616d0000b273398031a5614e2b330ffc9c6e,260342,24
1HvvH3RfETv024fxXe4TIc,Kuttenberg Theme,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,136998,25
1XGOkfhKt9CjjXj6Ife2pe,Trouble at Mill,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,153831,26
26Db1ntcq8bPHPiiLZT3eL,Church Affairs + Latin Lesson,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,146053,27
2Q1GlBEuvs3uiiiazeULAq,Godwin Intervenes + The Gathering Foe,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,235918,28
3B0R1x3UrNKk1WVTOGcheG,Giardini Estivi,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,103865,29
3Hb9YjZLYBLikxJ1kd4BMa,Spikeroog,Mikolai Stroinski,6lGCmXtqSxze8o2KEfYD6D,The Witcher 3: Wild Hunt (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b273df756f52b91b4dcd656760b0,185699,30
3Mx6MNyloVbWNYVxEG6Zcp,Soldiers' Camp,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,179000,31
3aEiuHbrz3A2sOZJhahXGE,God's Finger,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,72923,32
3buYlIFvygK9Pwk51yk1HN,Road Rage,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,72000,33
4A56h4B9xUuMMXoKuj18HT,Edge of Desire,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,Edge of Desire,https://i.scdn.co/image/ab67616d0000b2736d69d34ade62de08bff530ca,134905,34
4H1FlITv3PMErUOyQYgUDK,Down by the River,Borislav Slavov,7Fl4F5eJRtPMEl3jTYMUQt,Baldur's Gate 3 (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2736842c99f481b8560a7db0b35,141908,35
4ZSx6soZ6ynmipNd42NF6Z,Karasu,Berlinist,6EUPmAvpY341eXZwJVy6dn,Gris (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b273784fc2a403f3ef8b29148f41,310000,36
5SWI7JbAwfTPgs0cuorR7H,Further,Brian Tyler,109FvbnDVNag1UcJDVpFlr,Far Cry 3 (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b273f42f5fa47050322fa6d1eb9e,244187,37
5naAIP8Bi485QEXR6w6Izw,Perseverance,Berlinist,6EUPmAvpY341eXZwJVy6dn,Gris (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b273784fc2a403f3ef8b29148f41,174000,38
5tmhUzJuP7XwqCHglyqnt8,Geralt Of Rivia,Marcin Przybyłowicz,07vycW8ICLf5hKb22PFWXw,The Witcher 3: Wild Hunt (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b273df756f52b91b4dcd656760b0,141993,39
6LrjaOt1teozSBajCagBbF,Flee!,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,186769,40
7EYOUUPVKKnJ1ZC05KvQit,"Main Theme, Pt. 2",Borislav Slavov,7Fl4F5eJRtPMEl3jTYMUQt,Baldur's Gate 3 (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2736842c99f481b8560a7db0b35,131564,41
7h76oHuys1Kh9P15EDEtQ2,"Main Theme, Pt. 1",Borislav Slavov,7Fl4F5eJRtPMEl3jTYMUQt,Baldur's Gate 3 (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2736842c99f481b8560a7db0b35,167058,42
7rUimlUKCMWzKuVoxC4s3E,Word of Honour,Jan Valta,3refNRo1fb7DLZi9rGUEo9,Kingdom Come: Deliverance II (Original Soundtrack Essentials),https://i.scdn.co/image/ab67616d0000b27317138be0fd62144b040c2d9b,78500,43
4iz9lGMjU1lXS51oPmUmTe,Homecoming,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Graduation,https://i.scdn.co/image/ab67616d0000b27326f7f19c7f0381e56156c94a,203493,44
3TwqFJquO8C9oZgH08cE6A,Bellhart,Christopher Larkin,13kMpt8IdcHcdxPLcJrgU2,Hollow Knight: Silksong (Original Soundtrack),https://i.scdn.co/image/ab67616d0000b273e9bb10e381fbd4f78ce2a511,155050,45
4ACs7pxDMiMbgBSC2xTdJS,Winter (Nocturne of Ice),ConcernedApe,2PqkSKtPxs112KDZdRXGO2,Stardew Valley (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2739f31553286bd249a902b50d4,200000,46
4IQrCJJiiwBx8G5v6GtMwe,I Want to Live - Classical Version,Borislav Slavov,7Fl4F5eJRtPMEl3jTYMUQt,Baldur's Gate 3 (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2736842c99f481b8560a7db0b35,239840,47
5WgxfuPPB3JFR2t7kcpFZG,Fall (The Smell of Mushroom),ConcernedApe,2PqkSKtPxs112KDZdRXGO2,Stardew Valley (Original Game Soundtrack),https://i.scdn.co/image/ab67616d0000b2739f31553286bd249a902b50d4,213000,48
69vKOHy3pp75tmbLnRfjn1,High Halls,Christopher Larkin,13kMpt8IdcHcdxPLcJrgU2,Hollow Knight: Silksong (Original Soundtrack),https://i.scdn.co/image/ab67616d0000b273e9bb10e381fbd4f78ce2a511,111665,49
49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,Modjo,0AkpPlFLnr0VQwZQeMGht0,Modjo (Remastered),https://i.scdn.co/image/ab67616d0000b27354c5c304064df85d61253ac7,307153,50
