track_id,track_name,artist,artist_id,album,album_cover_url,duration_ms,rank
0QmIPFQ3h0yVPgHsfqpy05,1.0_8-whatsyourask.m4p,Mac Quayle,3HLApxqtvULlffnRnW88O8,"Mr. Robot, Vol. 1 (Original Television Series Soundtrack)",https://i.scdn.co/image/ab67616d0000b2733f7642827e423f57b5bfc723,97971,27
4IJWhehNLXru5WfS71EWSx,Diabólica,Cris MJ,1Yj5Xey7kTwvZla8sqdsdE,Partyson,https://i.scdn.co/image/ab67616d0000b2735a816f583172d45eb07ab8dc,192000,28
2Eqtd0tcTHaIJkZXUQnuqh,5'3,Yan Block,6TKygPpVT29oGUogu4J9Ec,5'3,https://i.scdn.co/image/ab67616d0000b273aa7be02971a03e2dd70f541b,180919,29
7yy1fcID6o6WG9cb5CzCnR,Como enamorarme,mvrk,6WCTfR8dIuTqWrFrzt2yl0,Como enamorarme,https://i.scdn.co/image/ab67616d0000b2737bb8ecd0feb8b48766075599,160528,30
3Y8Y9GWlUBTTEY6ydINRtx,GATA,Ralphie Choo,5qjnPRE33rMgYAxIjGUrI7,SUPERNOVA,https://i.scdn.co/image/ab67616d0000b273bba287cbfe8a1ac183919ca8,131052,31
68qeaZhtMZ6abrJCYt6nQn,RATHER LIE (with The Weeknd),Playboi Carti,699OTQXzgjhIYAHMy9RyPD,MUSIC,https://i.scdn.co/image/ab67616d0000b2736b219c8d8462bfe254a20469,209680,32
4G6fhntNzO01jPr2jV8TAk,Konbini Wars,Yung Beef,1rTUwYS38LkQTlT2fhikch,Konbini Wars,https://i.scdn.co/image/ab67616d0000b273db7f447ea754ac2c7f66fde4,173414,33
7dFEtJPTCOgJ6Oh8H0NtdC,Dishwasher,Westkust,6YXQAg2YzoPVppbDK7elYj,Last Forever,https://i.scdn.co/image/ab67616d0000b273114a28724e1ae9a2c6b1e5f7,262092,34
7pob1YmWirvTMEBnBY4B0i,tanta lok cansa,Vreno Yg,6kEIWEdO0AXB40OKkgjfMj,tanta lok cansa,https://i.scdn.co/image/ab67616d0000b2733d43805471dd1d0028de5599,123500,35
0OK4Dhc10O8cTXdesihLGL,mwah :3,rusowsky,1XEVu7gdRFfzEFqsPrancH,mwah :3,https://i.scdn.co/image/ab67616d0000b2735aa59ae35024acb520b5d559,122377,36
3p4ujmwDF2zz5BsfEQBVUN,TK,Barry B,1jRwxa8eTgXDOhOlbRFFFy,CHATO,https://i.scdn.co/image/ab67616d0000b27367a7c155a10861046380e5ee,172146,37
0ffPRT5WW86ecgGWGf5CyY,LOS DÍAS CONTADOS,Quevedo,52iwsT98xCoGgiGntTiR7K,BUENAS NOCHES,https://i.scdn.co/image/ab67616d0000b2734b690afba75a356fcdad526e,161943,38
1cQx85WypWumn7ZQjUxWQi,LOKENECESITAS,SAIKO,2O8vbr4RYPpk6MRA4fio7u,NATSUKASHII YORU,https://i.scdn.co/image/ab67616d0000b273171355ec8200b8e7c71b4487,200606,39
55iO3rILBsWI8bMntmW1Mh,WHIPCREAM,Ralphie Choo,5qjnPRE33rMgYAxIjGUrI7,SUPERNOVA,https://i.scdn.co/image/ab67616d0000b273bba287cbfe8a1ac183919ca8,156923,40
4fZUG9dMyqlIFSnf1iitm1,H.I.M.,Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,DON KBRN,https://i.scdn.co/image/ab67616d0000b273e83df08dc5b90b0909566bd4,130459,41
2JoIp9pZeJRaJmKUkzhATH,Branzino,Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,DON KBRN,https://i.scdn.co/image/ab67616d0000b273e83df08dc5b90b0909566bd4,262887,42
5ylsvgN3rSWBU6PnyRbfIs,Malicia,DELLAFUENTE,4bJh7sMPcVRiqe5jlnsWQV,Malicia,https://i.scdn.co/image/ab67616d0000b2733ca563127d092f64c243d46f,177500,43
0YFPEta6RjgaU6valHZa4e,Bling Bling,Delaossa,5Uox3n7m4W2CoM9MmHPJwQ,La Madrugá,https://i.scdn.co/image/ab67616d0000b2737ab227a7f32cb9a757d49f4a,178622,44
3otX8OlB0CEWndnbej4OAI,CRUZ,Trueno,2x7PC78TmgqpEIjaGAZ0Oz,CRUZ,https://i.scdn.co/image/ab67616d0000b273ad84d51261034df8a8e3f6da,183970,45
2MymczAULhpJYbgyXwwiyw,Too Much For Me,SELKER,0M3TVoyStJUAaQummRKq3N,Too Much For Me,https://i.scdn.co/image/ab67616d0000b27312a3e29808ad46283877a4d3,153869,46
0ihu76Ialarf71pcl9kewF,Ahora No Me Lloren,Nico Miseria,79ff28apoBUFLfPJQoTfro,El Periplo del Héroe,https://i.scdn.co/image/ab67616d0000b2736882bcbc2da79b04bee6bc88,222212,47
18Z830LOa1pFMJOi8tjWMy,No Turning Back (feat. Eric-Maria Couturier),Olivier Deriviere,2CXwRGFTYdcEAI44NT7qDR,A Plague Tale: Requiem (Original Soundtrack),https://i.scdn.co/image/ab67616d0000b273398031a5614e2b330ffc9c6e,260342,48
2YxPhQ1j59g44BKvGWobUE,4 Daisy,rusowsky,1XEVu7gdRFfzEFqsPrancH,DAISY,https://i.scdn.co/image/ab67616d0000b273dc9c43138a621ee63a7bc863,234184,49
59lGrz68PP8oxZ0UTJtej5,SOPHIA,rusowsky,1XEVu7gdRFfzEFqsPrancH,SOPHIA,https://i.scdn.co/image/ab67616d0000b273739a37c82893eea1b95bd0c8,184689,50
